,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
10,2018-01-01,Z3023VGH,ST4000DM000,4000787030016,0,114,66649120,,,92,0,100,15,100,0,71,14087138,,,68,28181,100,0,,,100,15,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,1.0,76.0,48276.0,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,27955.0,100.0,23061495851.0,100.0,169873712903.0,,,,,,,,,,
11,2018-01-01,PL1311LAG2205A,Hitachi HDS5C4040ALE630,4000787030016,0,100,0,134.0,103.0,130,557,100,33,100,0,100,0,113.0,42.0,94,42130,100,0,,,100,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,45.0,100.0,45.0,240,25,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2018-01-01,PL1331LAHG53YH,HGST HMS5C4040BLE640,4000787030016,0,100,0,134.0,103.0,100,0,100,4,100,0,100,0,113.0,42.0,99,7643,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17.0,100.0,17.0,200,30,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2018-01-01,Z305DEMX,ST4000DM000,4000787030016,0,114,71636216,,,93,0,100,8,100,0,89,816045622,,,80,18098,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,83.0,34327.0,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,17693.0,100.0,39832938680.0,100.0,56621496544.0,,,,,,,,,,
14,2018-01-01,ZA10JDYK,ST8000DM002,8001563222016,0,81,126612784,,,92,0,100,4,100,0,92,1445857001,,,84,14079,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,36.0,100.0,288.0,32,32,1.0,126612784.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,14073.0,100.0,29033887528.0,100.0,64146773332.0,,,,,,,,,,
15,2018-01-01,PL1331LAGSPEUH,HGST HMS5C4040ALE640,4000787030016,0,100,0,134.0,101.0,140,554,100,10,100,0,100,0,113.0,42.0,96,29284,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,413.0,100.0,413.0,240,25,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2018-01-01,PL1331LAHD1HTH,HGST HMS5C4040BLE640,4000787030016,0,100,0,134.0,103.0,100,0,100,4,100,0,100,0,113.0,42.0,99,8144,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4.0,100.0,4.0,206,29,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2018-01-01,Z4D05G2K,ST6000DX000,6001175126016,0,114,78626792,,,89,0,100,11,100,0,90,1223425292,,,74,23649,100,0,,,100,10,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,93.0,7.0,74.0,26.0,78.0,44988.0,100.0,0.0,1.0,219415.0,26,26,71.0,78626792.0,,,100,0,100,0,200,2,,,,,,,,,,,,,,,,,,,100.0,278090542504237.0,100.0,38822516624.0,100.0,87862222940.0,,,,,,,,,,
18,2018-01-01,Z306WYZZ,ST4000DM000,4000787030016,0,115,98756616,,,95,0,100,5,100,0,78,76121365,,,97,3243,100,0,,,100,5,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,100.0,91.0,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,3237.0,100.0,12111486632.0,100.0,28557637978.0,,,,,,,,,,
19,2018-01-01,S300ZP5B,ST4000DM000,4000787030016,0,112,49597752,,,92,0,100,8,100,0,64,2622665,,,75,21942,100,0,,,100,8,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,100.0,0.0,100.0,0.0,81.0,39307.0,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,21621.0,100.0,49223924136.0,100.0,66008748931.0,,,,,,,,,,
20,2018-01-01,Z4D062ZT,ST6000DX000,6001175126016,0,113,55704162,,,89,0,100,12,100,0,76,168964086550,,,72,24918,100,0,,,100,11,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,97.0,3.0,77.0,23.0,94.0,12439.0,100.0,0.0,99.0,2809.0,23,23,67.0,55704162.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,178369991827778.0,100.0,29715068840.0,100.0,91782821760.0,,,,,,,,,,
21,2018-01-01,PL1331LAHD0PDH,HGST HMS5C4040BLE640,4000787030016,0,100,0,133.0,104.0,100,433,100,9,100,0,100,0,113.0,42.0,99,9399,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,96.0,100.0,96.0,206,29,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2018-01-01,PL1331LAHD00PH,HGST HMS5C4040BLE640,4000787030016,0,100,0,134.0,102.0,100,0,100,4,100,0,100,0,113.0,42.0,99,7642,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4.0,100.0,4.0,181,33,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2018-01-01,Z305DEMV,ST4000DM000,4000787030016,0,118,189799792,,,94,0,100,6,100,0,89,891088163,,,80,17925,100,0,,,100,6,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,85.0,31067.0,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,17687.0,100.0,39972115240.0,100.0,89598024511.0,,,,,,,,,,
24,2018-01-01,PL2331LAGPS2TJ,HGST HMS5C4040ALE640,4000787030016,0,100,0,134.0,100.0,100,559,100,9,100,102,100,0,109.0,44.0,96,31204,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,389.0,100.0,389.0,250,24,,,100.0,109.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2018-01-01,ZA13YGBE,ST8000DM002,8001563222016,0,83,204427016,,,92,0,100,4,100,0,92,1577847322,,,91,8314,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,50.0,50.0,91.0,19152.0,100.0,0.0,98.0,4439.0,50,50,1.0,204427016.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,8243.0,100.0,38358847016.0,100.0,56411007364.0,,,,,,,,,,
26,2018-01-01,ZA18CEB3,ST8000NM0055,8001563222016,0,82,169064448,,,96,0,100,3,100,0,87,510217971,,,97,2888,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.0,33.0,97.0,6834.0,100.0,3.0,100.0,1047.0,33,33,82.0,169064448.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,2869.0,100.0,24521967576.0,100.0,28734751610.0,,,,,,,,,,
27,2018-01-01,ZA13YGBG,ST8000DM002,8001563222016,0,78,60823880,,,90,0,100,5,100,0,93,1971747900,,,90,9563,100,0,,,100,5,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,59.0,41.0,97.0,6613.0,100.0,1.0,98.0,5129.0,41,41,1.0,60823880.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9531.0,100.0,41188486440.0,100.0,53246690592.0,,,,,,,,,,
28,2018-01-01,ZA13YGBX,ST8000DM002,8001563222016,0,79,77837368,,,96,0,100,2,100,0,93,1796715066,,,90,9564,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,62.0,38.0,98.0,4842.0,100.0,0.0,98.0,4019.0,38,38,1.0,77837368.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9529.0,100.0,41798233520.0,100.0,51921264148.0,,,,,,,,,,
29,2018-01-01,WD-WX41A356N5N1,WDC WD5000LPVX,500107862016,0,200,0,,,157,1141,100,50,200,0,200,0,,,82,13726,100,0,100.0,0.0,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,2.0,194.0,20505.0,115,28,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,,82.0,13691.0,,,,,,,,,,,,,,
30,2018-01-01,Z305J0TE,ST4000DM000,4000787030016,0,117,143510728,,,93,0,100,7,100,0,88,763064732,,,82,15775,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,0.0,99.0,2892.0,32,32,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,15730.0,100.0,35329949992.0,100.0,69717858083.0,,,,,,,,,,
31,2018-01-01,PL1331LAGRZ5UH,HGST HMS5C4040ALE640,4000787030016,0,100,0,133.0,104.0,100,448,100,7,100,0,100,0,113.0,42.0,96,31158,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,417.0,100.0,417.0,240,25,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2018-01-01,PL2331LAGM7YGJ,HGST HMS5C4040BLE640,4000787030016,0,100,0,132.0,108.0,139,555,100,10,100,0,100,0,111.0,43.0,96,32191,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,259.0,100.0,259.0,222,27,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2018-01-01,ZA13YGBS,ST8000DM002,8001563222016,0,83,213537992,,,94,0,100,3,100,0,92,1576309166,,,91,8330,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,59.0,41.0,97.0,7934.0,100.0,0.0,98.0,4464.0,41,41,1.0,213537992.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,8263.0,100.0,38888600352.0,100.0,57904813362.0,,,,,,,,,,
34,2018-01-01,ZA13YGBR,ST8000DM002,8001563222016,0,82,146564824,,,91,0,100,5,100,0,93,1780751251,,,90,9562,100,0,,,100,5,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,57.0,43.0,92.0,16295.0,100.0,3.0,99.0,3811.0,43,43,1.0,146564824.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9529.0,100.0,41595040568.0,100.0,52832027301.0,,,,,,,,,,
35,2018-01-01,ZA13YGBT,ST8000DM002,8001563222016,0,77,55704840,,,94,0,100,3,100,0,92,1648598981,,,91,8316,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,60.0,40.0,86.0,28507.0,100.0,1.0,98.0,4844.0,40,40,1.0,55704840.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,8204.0,100.0,38523434480.0,100.0,55945463348.0,,,,,,,,,,
36,2018-01-01,S301NGZV,ST4000DM000,4000787030016,0,117,166033232,,,92,0,100,9,100,0,89,851269642,,,79,19082,100,0,,,100,9,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,92.0,16184.0,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,18973.0,100.0,42329678480.0,100.0,55310081417.0,,,,,,,,,,
37,2018-01-01,ZA13Z860,ST8000DM002,8001563222016,0,83,217251616,,,95,0,100,3,100,0,93,2021924691,,,90,9551,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,54.0,46.0,97.0,7610.0,100.0,1.0,98.0,5500.0,46,46,1.0,217251616.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9516.0,100.0,41090702336.0,100.0,63148999748.0,,,,,,,,,,
38,2018-01-01,ZA101JHT,ST8000DM002,8001563222016,0,74,25174008,,,93,0,100,4,100,0,95,3316592324,,,86,12676,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,50.0,50.0,95.0,11846.0,100.0,1.0,97.0,6738.0,50,50,1.0,25174008.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,12624.0,100.0,46874376440.0,100.0,55734406618.0,,,,,,,,,,
39,2018-01-01,Z300X922,ST4000DM000,4000787030016,0,119,204011680,,,91,0,100,12,100,0,82,192188027,,,60,35452,100,0,,,100,12,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,96.0,4.0,73.0,27.0,100.0,0.0,100.0,3.0,87.0,27412.0,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,35345.0,100.0,29812141454.0,100.0,280598300077.0,,,,,,,,,,
40,2018-01-01,ZA12MLSD,ST8000DM002,8001563222016,0,80,99307504,,,94,0,100,3,100,0,94,2563577772,,,88,11000,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.0,33.0,97.0,7010.0,100.0,1.0,97.0,6118.0,33,33,1.0,99307504.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,10958.0,100.0,44623358200.0,100.0,52888387072.0,,,,,,,,,,
41,2018-01-01,S3010M7R,ST4000DM000,4000787030016,0,114,67147360,,,98,0,100,2,100,0,90,993297206,,,74,23069,100,0,,,100,2,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,82.0,37037.0,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,22919.0,100.0,48136524344.0,100.0,54839253863.0,,,,,,,,,,
42,2018-01-01,ZA13YGB1,ST8000DM002,8001563222016,0,75,31799280,,,94,0,100,3,100,0,93,2030027865,,,90,9550,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,59.0,41.0,97.0,6323.0,100.0,2.0,98.0,5179.0,41,41,1.0,31799280.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9516.0,100.0,41363217040.0,100.0,52455031924.0,,,,,,,,,,
43,2018-01-01,PL2331LAHDE6VJ,HGST HMS5C4040BLE640,4000787030016,0,100,0,133.0,104.0,100,459,100,5,100,0,100,0,113.0,42.0,98,14854,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,143.0,100.0,143.0,253,22,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2018-01-01,S3010M7H,ST4000DM000,4000787030016,0,102,3824544,,,91,0,100,15,100,0,88,778104755,,,75,22757,100,0,,,100,15,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,0.0,18.0,165689.0,32,32,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,21925.0,100.0,34689375728.0,100.0,69852700122.0,,,,,,,,,,
45,2018-01-01,Z3040J5T,ST4000DM000,4000787030016,0,120,242614688,,,96,0,100,4,100,0,89,936956115,,,79,18606,100,0,,,100,4,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,98.0,5423.0,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,18556.0,100.0,43471953144.0,100.0,85515822259.0,,,,,,,,,,
46,2018-01-01,ZA1608EP,ST8000NM0055,8001563222016,0,83,202014328,,,98,0,100,2,100,0,91,1233313356,,,92,7137,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,58.0,42.0,96.0,9235.0,100.0,7.0,99.0,2237.0,42,42,83.0,202014328.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,7115.0,100.0,35190811312.0,100.0,69377436158.0,,,,,,,,,,
47,2018-01-01,S3010M7E,ST4000DM000,4000787030016,0,117,125647336,,,98,0,100,2,100,0,77,56643770,,,74,23070,100,0,,,100,2,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,81.0,38201.0,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,22916.0,100.0,48893430752.0,100.0,69164952642.0,,,,,,,,,,
48,2018-01-01,Z3057728,ST4000DM000,4000787030016,0,112,44763384,,,94,0,100,6,100,0,88,798967913,,,81,17238,100,0,,,100,6,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,96.0,8060.0,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,17189.0,100.0,40083534472.0,100.0,65606418025.0,,,,,,,,,,
49,2018-01-01,VKGKWHEX,HGST HUH728080ALE600,8001563222016,0,100,0,133.0,108.0,100,0,100,1,100,0,100,0,128.0,18.0,100,1086,100,0,,,100,1,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,97.0,4699.0,97.0,4699.0,187,32,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2018-01-01,ZA181JVY,ST8000NM0055,8001563222016,0,83,191949560,,,96,0,100,3,100,0,89,777104321,,,96,4180,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,62.0,38.0,98.0,5040.0,100.0,5.0,100.0,1817.0,38,38,83.0,191949560.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,4159.0,100.0,25572560752.0,100.0,34916500632.0,,,,,,,,,,
51,2018-01-01,Z302BV7E,ST4000DM000,4000787030016,0,109,24271480,,,91,0,100,9,100,0,89,825346914,,,74,23427,100,0,,,100,9,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,35.0,130420.0,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,22922.0,100.0,23272920050.0,100.0,141379972800.0,,,,,,,,,,
